,Marital status,Course Code,Attendance,Previous qualification,Previous qualification (grade),Admission grade,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target,DropOff_Rate,Appreciation_Rate
3208,single,9238,present,SSCE,135,122.1,no,female,no,19,4,11.5,5,11,3.51,Dropout,0.5,0
3210,single,9003,present,HND,130,130,yes,female,no,29,6,17.11111111,6,15.57142857,0.79,Graduate,1.54,0
3212,single,9254,present,SSCE,115,112.6,yes,female,yes,20,6,12.57142857,6,12.16666667,3.51,Graduate,0.4,0
3214,single,9070,present,SSCE,170,165.8,yes,female,no,18,6,14.5,6,15.16666667,-3.12,Graduate,0,0.67
3215,single,9254,present,SSCE,102,101.7,yes,female,yes,21,6,13.5,6,12.33333333,1.79,Graduate,1.17,0
3218,single,8014,absent,SSCE,148,134.7,yes,male,no,23,9,11,7,11.57142857,-4.06,Enrolled,0,0.57
3221,single,9130,present,SSCE,140,106,no,male,yes,24,5,12.36,5,12,3.51,Dropout,0.36,0
3222,single,9670,present,SSCE,157,146.2,yes,male,yes,20,6,15.25,6,14.71428571,2.02,Graduate,0.54,0
3225,married,9500,present,SSCE,140,105.7,yes,male,no,27,8,13.81375,8,13.81375,-3.12,Graduate,0,0
3226,single,9085,present,SSCE,130,126.9,yes,male,no,24,6,13.28571429,6,12.875,2.02,Graduate,0.41,0
3228,single,9500,present,SSCE,115,108.4,yes,male,yes,20,7,11.9625,8,13.04444444,0.79,Graduate,0,1.08
3229,single,9500,present,SSCE,118,114.2,yes,male,no,20,6,13.68333333,6,13.11666667,2.02,Graduate,0.57,0
3230,single,9500,present,SSCE,130,140,yes,male,no,24,7,14.98571429,7,14.98571429,-1.7,Graduate,0,0
3232,single,9773,present,SSCE,130,126.5,yes,male,no,18,4,12.5,5,12.6,-1.7,Graduate,0,0.1
3234,single,9500,present,SSCE,130,125.1,yes,male,no,18,7,13.78,8,13.661,-4.06,Graduate,0.12,0
3235,single,9500,present,SSCE,141,126.3,yes,male,no,19,7,13.805,8,14.2725,-4.06,Graduate,0,0.47
3236,single,9085,present,SSCE,138,142.2,yes,male,no,18,5,13.8,5,12.6,1.74,Graduate,1.2,0
3238,single,9500,present,SSCE,135,127,yes,male,no,18,7,14.42428571,8,13.9375,2.02,Graduate,0.49,0
3239,single,9238,present,SSCE,137,128.6,yes,male,yes,18,6,13.16666667,6,12.5,1.79,Graduate,0.67,0
3240,married,9991,absent,SSCE,133.1,130.4,yes,male,no,30,3,10.66666667,5,10.4,-1.7,Enrolled,0.27,0
3241,married,9238,present,Phd,100,134.4,yes,male,no,34,14,12.07142857,11,12.27272727,0.32,Graduate,0,0.2
3243,single,9500,present,SSCE,142,133,yes,male,yes,19,8,14.11,8,14.11,-3.12,Graduate,0,0
3245,single,9773,present,SSCE,129,129,no,male,no,21,6,12,6,12,1.74,Dropout,0,0
3246,single,9773,present,SSCE,141,133.7,yes,male,yes,18,6,14.83333333,6,13.5,2.02,Graduate,1.33,0
3247,single,9085,present,SSCE,118,122.2,yes,male,yes,20,6,15.42857143,6,13.5,0.79,Graduate,1.93,0
3248,single,9147,present,SSCE,131,128.9,yes,male,yes,18,5,11.6,5,11.4,-0.92,Graduate,0.2,0
3249,single,9070,present,SSCE,161,154.4,yes,male,no,18,6,14.16666667,6,14,-0.92,Graduate,0.17,0
3254,single,9085,present,SSCE,133.1,101.3,yes,male,no,18,6,13,6,12.25,2.02,Graduate,0.75,0
3256,single,9500,present,SSCE,140,138.8,yes,male,no,19,6,12.76666667,6,12.76666667,0.32,Graduate,0,0
3257,married,9003,present,Bsc,133.1,140,yes,male,no,29,5,12.6,6,12.66666667,2.02,Graduate,0,0.07
3258,single,9147,present,OND,130,130,yes,male,yes,20,7,13,5,13.4,2.02,Graduate,0,0.4
3259,single,9500,present,SSCE,140,132.5,yes,male,no,18,6,14.31666667,6,14.31666667,0.32,Graduate,0,0
3260,single,9085,present,SSCE,124,117.4,yes,male,no,19,4,12.75,5,12,1.74,Graduate,0.75,0
3261,single,9147,present,SSCE,115,109.8,yes,male,yes,19,5,13.4,5,12.6,3.51,Graduate,0.8,0
3263,single,9085,present,SSCE,162,165.2,yes,male,yes,18,4,15.75,5,13.8,1.74,Graduate,1.95,0
3265,single,9238,present,SSCE,125,123.3,yes,male,yes,19,6,11.5,6,12.33333333,1.79,Graduate,0,0.83
3266,single,9670,present,SSCE,123,116.7,yes,male,no,19,5,13.4,5,14,-3.12,Graduate,0,0.6
3267,married,9991,absent,OND,140,110,yes,male,yes,35,3,11.66666667,5,11.8,-1.7,Enrolled,0,0.13
3269,single,9773,present,SSCE,120,103.6,yes,male,no,27,7,13.28571429,5,11.6,-3.12,Dropout,1.69,0
3271,married,8014,absent,SSCE,133.1,113.5,yes,male,yes,50,8,13.25,7,11.71428571,-1.7,Graduate,1.54,0
3272,married,9147,present,SSCE,110,128.2,yes,male,no,41,11,12.25,10,13.4,-3.12,Graduate,0,1.15
3273,single,9500,present,SSCE,120,120,yes,male,no,26,6,12,6,12,0.32,Enrolled,0,0
3275,married,9147,present,Phd,110,110,yes,male,no,23,13,10.92307692,7,11.14285714,-4.06,Graduate,0,0.22
3276,single,9130,present,SSCE,130,117.7,yes,male,no,34,10,12,5,11,2.02,Dropout,1,0
3277,single,9147,present,SSCE,102,99.6,yes,male,yes,21,5,13.71428571,5,14.4,2.02,Graduate,0,0.69
3279,married,8014,absent,SSCE,133.1,113,yes,male,yes,32,2,10.33333333,6,11.5,-0.92,Graduate,0,1.17
3280,single,9130,present,SSCE,137,124.4,yes,male,no,20,7,12.72857143,8,14.625,-4.06,Graduate,0,1.9
3281,married,8014,absent,HND,130,140,no,male,no,59,12,13.33333333,8,12.875,1.74,Dropout,0.46,0
3282,married,9147,present,Msc,130,132.4,yes,male,no,30,9,12.22222222,9,11.6,3.51,Enrolled,0.62,0
3283,single,9254,present,SSCE,131,124,yes,male,yes,18,6,11.33333333,6,10.83333333,-3.12,Graduate,0.5,0
3285,married,9991,absent,SSCE,140,149.8,yes,female,no,36,5,13.8,5,13.8,-1.7,Graduate,0,0
3288,single,9991,absent,SSCE,150,120,yes,female,no,25,4,10.5,5,12,-3.12,Graduate,0,1.5
3289,single,9003,present,Bsc,133.1,100,yes,female,no,35,18,11.55555556,13,11.61538462,-4.06,Graduate,0,0.06
3293,single,9500,present,SSCE,132,130.8,yes,male,no,18,7,13.68142857,7,13.68142857,1.74,Enrolled,0,0
3294,single,9500,present,SSCE,133.1,114.5,yes,male,no,23,6,12.1,6,12.61666667,-0.92,Enrolled,0,0.52
3296,single,9500,present,SSCE,126,126.2,yes,male,yes,18,5,11.94,6,12.8,2.02,Enrolled,0,0.86
3297,single,9500,present,SSCE,130,129,no,male,no,26,4,12.86,5,11.56666667,1.79,Dropout,1.29,0
3298,single,9238,present,SSCE,133.1,110.5,yes,male,no,19,6,14.25,6,14,-0.92,Graduate,0.25,0
3301,single,9500,present,SSCE,130,130.4,yes,male,yes,19,7,13.89428571,8,14.3625,2.02,Graduate,0,0.47
3302,single,9500,present,SSCE,128,124.3,yes,male,yes,19,7,13.46875,8,13.31375,-4.06,Graduate,0.15,0
3303,single,9085,present,SSCE,135,132.6,yes,male,yes,19,5,13.6,5,14.6,1.74,Graduate,0,1
3304,single,8014,absent,OND,150,146.7,yes,male,yes,21,6,14.66666667,6,13.83333333,1.79,Graduate,0.83,0
3305,single,9773,present,SSCE,135,130.1,yes,male,no,18,6,13.66666667,6,13,-4.06,Graduate,0.67,0
3306,married,9254,present,HND,120,120,yes,male,no,33,10,13.3,11,13.72727273,-3.12,Graduate,0,0.43
3307,single,8014,absent,HND,120,121.3,yes,male,no,32,11,13.45454545,7,12.42857143,-1.7,Graduate,1.03,0
3308,single,9500,present,SSCE,140,133.3,yes,male,yes,17,8,13.41625,8,13.41625,-3.12,Graduate,0,0
3310,married,8014,absent,SSCE,140,102.5,yes,male,yes,32,6,11.33333333,5,13,-4.06,Graduate,0,1.67
3311,single,9085,present,SSCE,156,150.9,yes,male,no,18,6,16,6,14.625,2.02,Dropout,1.38,0
3312,single,9070,present,Phd,133.1,106.6,yes,male,no,31,5,11,6,10.16666667,3.51,Enrolled,0.83,0
3313,single,9254,present,SSCE,120,118.3,yes,female,no,20,6,12.85714286,5,12.4,3.51,Enrolled,0.46,0
3315,married,9991,absent,SSCE,120,135,yes,female,no,32,5,14.8,5,14.2,0.32,Graduate,0.6,0
3319,single,9070,present,SSCE,137,141.2,yes,female,no,19,5,11.2,6,12,-3.12,Graduate,0,0.8
3323,single,9119,present,SSCE,115,116.1,no,female,no,18,5,12.5,5,13.57142857,1.79,Dropout,0,1.07
3326,married,9991,absent,SSCE,140,130,yes,female,no,30,9,12.33333333,8,12,-3.12,Graduate,0.33,0
3330,single,9238,present,SSCE,133,132,yes,female,yes,20,5,11.14285714,6,11.57142857,-0.92,Graduate,0,0.43
3331,single,9254,present,SSCE,110,125,no,female,no,31,5,12.16666667,5,12,0.32,Dropout,0.17,0
3334,single,9773,present,SSCE,136,132.9,yes,female,no,19,4,13.25,5,11.8,0.32,Graduate,1.45,0
3342,single,9070,present,SSCE,131,130.3,yes,female,yes,20,6,12.83333333,6,12.66666667,-0.92,Graduate,0.17,0
3348,single,9003,present,SSCE,133.1,120,yes,female,no,30,6,11.375,5,11.6,0.79,Graduate,0,0.22
3350,single,8014,absent,SSCE,123,127.6,yes,female,no,26,6,11.83333333,6,11.66666667,1.74,Enrolled,0.17,0
3353,single,9773,present,SSCE,131,131,yes,female,yes,18,6,12.71428571,5,11.83333333,0.79,Graduate,0.88,0
3354,single,9500,present,SSCE,149,139.5,yes,female,yes,18,8,15.3,8,15.3,-3.12,Graduate,0,0
3359,single,9147,present,SSCE,143,135,yes,male,no,21,4,11,5,12,0.32,Enrolled,0,1
3360,single,9670,present,SSCE,126,115.2,no,male,no,19,3,12.66666667,5,13.125,1.74,Dropout,0,0.46
3361,single,9773,present,SSCE,125,130.6,yes,male,yes,18,6,13.5,6,14,3.51,Graduate,0,0.5
3362,single,9147,present,SSCE,123,117.4,yes,male,yes,18,5,12,5,11.4,3.51,Graduate,0.6,0
3367,single,9500,present,SSCE,137,125,yes,male,no,19,6,14.61666667,6,14.61666667,0.32,Graduate,0,0
3368,single,9500,present,SSCE,145,132.3,yes,male,yes,19,7,14.06,7,14.06,1.74,Enrolled,0,0
3371,single,9500,present,SSCE,136,120.8,yes,male,no,19,7,12.19230769,7,12.19230769,0.32,Graduate,0,0
3372,single,9254,present,SSCE,131,130.3,yes,male,yes,18,6,12.83333333,6,12.33333333,0.79,Graduate,0.5,0
3373,single,9147,present,SSCE,130,119.9,yes,male,yes,19,5,12.875,5,11.83333333,0.79,Graduate,1.04,0
3374,single,9238,present,SSCE,108,110.5,yes,male,yes,22,6,12.16666667,6,12.5,1.79,Graduate,0,0.33
3375,single,9003,present,OND,160,160,yes,male,no,21,6,13.42857143,6,12.85714286,-4.06,Graduate,0.57,0
3376,single,9085,present,SSCE,113,118.6,yes,male,yes,21,6,14.5,6,14.66666667,3.51,Graduate,0,0.17
3377,single,9853,present,SSCE,113,112.3,yes,male,yes,20,7,12.14285714,7,12.85714286,2.02,Graduate,0,0.71
3379,single,9500,present,SSCE,148,125,yes,male,no,18,6,13.9,6,13.9,0.32,Graduate,0,0
3381,single,9147,present,Msc,133.1,121.5,yes,male,no,31,13,11.61538462,11,12.54545455,0.32,Dropout,0,0.93
3382,single,9238,present,SSCE,138,134.2,yes,male,yes,18,6,15.16666667,6,14.14285714,2.02,Graduate,1.02,0
3385,single,9238,present,SSCE,115,108.7,yes,male,yes,19,5,10.8,6,10.71428571,-4.06,Graduate,0.09,0
3386,single,9500,present,SSCE,147,136.7,yes,male,no,18,7,13.99571429,8,14.95555556,2.02,Graduate,0,0.96
3387,single,9085,present,SSCE,132,119.1,yes,male,no,20,6,13.28571429,6,11.8,1.79,Graduate,1.49,0
3388,single,171,present,SSCE,146,151.3,yes,male,yes,19,12,12.75,11,13.25,3.51,Graduate,0,0.5
3389,single,9238,present,SSCE,109,108.3,yes,male,yes,21,2,10.5,5,12.4,1.74,Enrolled,0,1.9
3390,single,9853,present,SSCE,133,127.4,yes,male,yes,18,7,12.71428571,7,12.28571429,-0.92,Graduate,0.43,0
3391,single,9500,present,SSCE,124,124,yes,male,no,23,8,12.88625,8,12.88625,-3.12,Graduate,0,0
3392,single,9070,present,SSCE,133.1,155,yes,male,yes,21,5,13,6,12.66666667,-0.92,Graduate,0.33,0
3393,single,9147,present,SSCE,121,114,yes,male,yes,19,5,12.2,5,11.2,2.02,Graduate,1,0
3395,single,9085,present,Msc,160,160,yes,male,no,20,11,13.78571429,9,13.88888889,3.51,Graduate,0,0.1
3397,single,9500,present,SSCE,150,136.5,yes,male,yes,18,8,14.50125,8,14.50125,-3.12,Graduate,0,0
3398,married,9500,present,SSCE,130,122.3,yes,male,no,19,6,14.35,6,14.35,0.32,Graduate,0,0
3399,single,9070,present,SSCE,133.1,128,yes,male,yes,21,6,11.5,6,12.33333333,-3.12,Graduate,0,0.83
3400,single,9238,present,SSCE,154,156.5,yes,male,yes,18,6,11.71428571,6,14.66666667,-1.7,Graduate,0,2.95
3401,single,9670,present,SSCE,126,125.7,yes,male,no,20,6,13.57142857,5,13.6,-4.06,Enrolled,0,0.03
3402,single,9773,present,SSCE,150,143,yes,male,no,18,5,13,6,13.66666667,-1.7,Graduate,0,0.67
3403,single,9500,present,SSCE,141,131.9,yes,male,yes,18,7,13.56875,8,14.02625,-4.06,Graduate,0,0.46
3406,single,9853,present,SSCE,134,121.1,yes,male,no,19,5,12.2,5,11.8,1.74,Enrolled,0.4,0
3407,single,9500,present,SSCE,139,130.3,yes,male,yes,18,8,14.15375,8,14.15375,-3.12,Graduate,0,0
3409,single,9773,present,SSCE,110,117.4,yes,male,no,20,6,13.83333333,6,12.83333333,2.02,Graduate,1,0
3411,single,9500,present,SSCE,129,120,yes,male,no,19,7,12.45428571,7,12.45428571,1.74,Graduate,0,0
3414,single,9500,present,SSCE,138,129.3,yes,male,yes,18,6,13.27166667,7,12.94375,1.79,Graduate,0.33,0
3415,single,9500,present,SSCE,136,125.7,yes,male,no,20,6,13.54833333,6,14.775,2.02,Enrolled,0,1.23
3416,single,9773,present,SSCE,143,144.8,yes,male,no,19,6,12.16666667,6,12.5,-0.92,Enrolled,0,0.33
3418,single,9853,present,SSCE,136,126.9,yes,male,yes,19,7,13.28571429,7,14.42857143,2.02,Graduate,0,1.14
3419,single,9238,present,SSCE,139,146.7,yes,male,yes,20,6,13.33333333,6,14,-4.06,Graduate,0,0.67
3420,single,9500,present,SSCE,125,117,yes,male,yes,21,8,13.2575,8,13.2575,-3.12,Graduate,0,0
3423,married,9991,absent,HND,130,160,yes,male,no,30,5,14.6,5,15.4,-1.7,Dropout,0,0.8
3427,single,9238,present,SSCE,136,125.2,yes,male,no,20,6,11.66666667,6,11.33333333,0.32,Graduate,0.33,0
3428,single,8014,absent,SSCE,117,100,yes,male,no,27,4,12.5,6,14.33333333,0.79,Dropout,0,1.83
3430,single,9070,present,SSCE,132,120,yes,male,yes,23,6,15.33333333,6,14.16666667,2.02,Graduate,1.17,0
3431,single,9500,present,SSCE,147,134.3,yes,male,no,18,7,14.2,7,14.2,-1.7,Graduate,0,0
3432,single,9773,present,SSCE,158,144.7,yes,male,yes,19,6,14.83333333,6,14.66666667,-1.7,Graduate,0.17,0
3433,single,9500,present,SSCE,142,131.9,yes,male,no,19,7,13.64285714,8,14.3875,0.79,Dropout,0,0.74
3434,single,9773,present,SSCE,143,136.7,yes,male,yes,18,6,13.83333333,6,14,2.02,Dropout,0,0.17
3435,single,9070,present,SSCE,135,129.8,yes,male,no,19,6,11.83333333,6,13,-3.12,Graduate,0,1.17
3436,single,9773,present,SSCE,160,146.5,yes,male,yes,18,6,13.42857143,6,13.5,0.79,Graduate,0,0.07
3437,single,9991,absent,SSCE,120,122.5,yes,male,no,29,8,10.5,9,10.33333333,-3.12,Enrolled,0.17,0
3438,single,9130,present,Bsc,133.1,117.8,yes,male,no,24,6,11.41666667,8,11.9625,0.79,Graduate,0,0.55
3440,single,9130,present,SSCE,133,119,yes,male,no,19,6,11.15,7,12.81428571,-1.7,Enrolled,0,1.66
3441,single,9670,present,SSCE,120,115.1,yes,male,no,19,3,11.66666667,5,13.625,1.74,Enrolled,0,1.96
3442,single,9254,present,SSCE,106,116.9,yes,male,no,20,6,11.5,5,12.4,2.02,Graduate,0,0.9
3443,single,9773,present,SSCE,148,141.7,yes,male,no,18,6,13.83333333,6,12.66666667,1.74,Graduate,1.17,0
3445,single,9500,present,SSCE,130,122.1,yes,male,yes,19,7,11.67857143,7,13.0375,1.79,Graduate,0,1.36
3446,single,9085,present,SSCE,150,153.5,yes,male,no,19,6,15.71428571,6,14.66666667,0.79,Dropout,1.05,0
3448,single,9773,present,SSCE,140,135.8,yes,male,yes,19,6,13,6,13,1.74,Graduate,0,0
3449,single,9500,present,SSCE,138,127.5,yes,male,yes,18,7,14.48571429,8,14.58888889,-0.92,Graduate,0,0.1
3450,single,9991,absent,SSCE,130,151.6,yes,male,no,24,5,12.28571429,5,12.125,-0.92,Enrolled,0.16,0
3451,single,9500,present,SSCE,133.1,121.4,yes,male,no,28,4,13.375,5,13.5,0.79,Enrolled,0,0.12
3452,single,9500,present,SSCE,133,100,yes,male,no,20,7,11.57142857,7,11.57142857,-1.7,Graduate,0,0
3453,single,9500,present,SSCE,150,131.5,yes,male,yes,19,7,12.65714286,7,12.65714286,-1.7,Graduate,0,0
3455,single,9238,present,SSCE,145,127.9,yes,male,no,19,6,13.71428571,6,13.16666667,-1.7,Graduate,0.55,0
3456,single,9238,present,HND,140,140,yes,male,no,36,13,13.07142857,11,13,-0.92,Graduate,0.07,0
3457,single,9003,present,OND,160,160,yes,male,yes,19,6,15.33333333,6,14,-4.06,Graduate,1.33,0
3458,single,9238,present,SSCE,125,119.8,yes,male,no,18,5,11.57142857,6,12.14285714,-0.92,Graduate,0,0.57
3460,single,9500,present,SSCE,139,125,yes,male,yes,19,6,12.9,6,12.9,0.32,Graduate,0,0
3461,married,9500,present,SSCE,130,103.7,yes,male,no,38,5,13.126,5,13.126,1.74,Enrolled,0,0
3463,single,9853,present,SSCE,160,146,yes,male,no,19,3,10.33333333,5,11.8,-3.12,Enrolled,0,1.47
3464,single,9070,present,SSCE,120,116.9,yes,male,no,19,6,13.5,6,13.42857143,3.51,Graduate,0.07,0
3467,single,9853,present,SSCE,150,135,yes,male,no,29,7,11.14285714,8,11.375,-1.7,Graduate,0,0.23
3469,single,9500,present,SSCE,135,124,yes,male,yes,19,7,12.77142857,7,12.77142857,-3.12,Enrolled,0,0
3470,single,9500,present,SSCE,143,129.5,yes,male,yes,18,7,13.79857143,7,13.79857143,1.74,Graduate,0,0
3471,married,8014,absent,Bsc,100,111.3,no,male,no,25,6,13.33333333,6,13.5,0.32,Graduate,0,0.17
3473,married,9147,present,SSCE,133.1,131.8,yes,male,no,24,14,11.35714286,13,12.84615385,0.32,Dropout,0,1.49
3475,single,9085,present,SSCE,131,125.4,yes,male,no,20,6,15.69230769,5,14.42857143,-4.06,Graduate,1.26,0
3476,single,9003,present,SSCE,147,140.7,yes,male,yes,20,18,15.05263158,13,14.53846154,-4.06,Graduate,0.51,0
3477,single,9991,absent,SSCE,141,131.9,yes,male,no,21,6,11.5,5,12.4,-3.12,Dropout,0,0.9
3479,single,9254,present,SSCE,135,139.2,yes,female,yes,19,6,13,6,13.16666667,1.79,Graduate,0,0.17
3480,single,9500,present,SSCE,133,121.8,yes,female,yes,18,8,12.93875,8,12.93875,-3.12,Graduate,0,0
3483,married,9500,present,SSCE,133.1,130.1,no,female,no,37,5,13,5,12.88,2.02,Dropout,0.12,0
3485,married,9670,present,SSCE,130,162.3,yes,female,no,36,3,11.33333333,5,11.4,0.79,Dropout,0,0.07
3486,single,9500,present,SSCE,149,137.8,yes,female,no,18,7,13,7,13,-1.7,Graduate,0,0
3489,single,9238,present,SSCE,106,105,yes,female,no,20,5,11,5,12.16666667,2.02,Graduate,0,1.17
3495,single,9003,present,SSCE,124,116,yes,female,no,19,6,15.5,6,14.1,-0.92,Graduate,1.4,0
3498,single,9773,present,SSCE,140,126.4,yes,female,yes,18,6,12.66666667,6,13.5,-1.7,Graduate,0,0.83
3500,single,9147,present,SSCE,122,120.3,yes,female,yes,19,5,12.6,5,13.6,3.51,Dropout,0,1
3502,single,9670,present,SSCE,160,149.5,no,female,no,19,6,13,6,13,0.79,Graduate,0,0
3504,single,9670,present,SSCE,141,126.3,yes,female,yes,18,6,12.16666667,5,13,0.79,Graduate,0,0.83
3507,single,9670,present,SSCE,131,122.3,yes,female,no,19,5,11.5,5,11.6,-3.12,Graduate,0,0.1
3509,single,9070,present,OND,130,131.8,yes,female,yes,22,7,12.28571429,8,12.375,1.79,Graduate,0,0.09
3510,single,9500,present,SSCE,140,130.7,yes,female,yes,18,7,12.71857143,8,12.80555556,2.02,Dropout,0,0.09
3519,single,9991,absent,SSCE,120,120,yes,female,no,34,7,11.71428571,6,11.5,1.74,Dropout,0.21,0
3520,single,9991,absent,Bsc,160,125,yes,female,no,26,5,12.6,5,13.71428571,0.79,Graduate,0,1.11
3521,single,171,present,SSCE,125,134.1,yes,female,no,24,13,11.64285714,12,11.25,2.02,Dropout,0.39,0
3522,single,9670,present,SSCE,146,149.5,yes,female,yes,17,6,14.875,6,13.42857143,2.02,Graduate,1.45,0
3524,married,9991,absent,SSCE,150,146,yes,female,no,34,5,14.2,5,14.6,-1.7,Enrolled,0,0.4
3525,single,9003,present,OND,140,140,yes,female,no,19,6,12.71428571,6,13.5,1.79,Graduate,0,0.79
3526,married,9003,present,SSCE,111,162.4,no,female,no,49,5,11.6,5,11.2,3.51,Dropout,0.4,0
3527,single,9500,present,SSCE,120,136.6,yes,female,no,23,5,11.94,6,12.2,0.79,Dropout,0,0.26
3529,single,9500,present,SSCE,118,115.7,yes,female,no,20,5,12.7,7,13.475,0.79,Enrolled,0,0.78
3530,single,9670,present,SSCE,106,105.7,yes,female,no,19,6,13.33333333,5,13.8,3.51,Graduate,0,0.47
3531,single,9003,present,OND,120,128.2,yes,female,no,24,8,13.33333333,9,13.11111111,-0.92,Enrolled,0.22,0
3532,single,9147,present,SSCE,151,137,yes,female,no,18,5,13.4,5,15,3.51,Graduate,0,1.6
3535,single,9991,absent,OND,120,118.1,yes,female,no,28,13,12,9,11.33333333,3.51,Dropout,0.67,0
3539,single,9070,present,SSCE,139,134.9,yes,female,no,20,6,13.66666667,6,12.16666667,-0.92,Graduate,1.5,0
3543,single,9085,present,SSCE,120,122.5,no,female,no,19,5,13.6,5,13.66666667,2.02,Enrolled,0,0.07
3545,single,9500,present,SSCE,156,132.3,yes,female,yes,18,6,13.26666667,6,13.26666667,0.32,Graduate,0,0
3546,single,9500,present,SSCE,143,131.5,yes,female,yes,18,7,12.5125,8,14.1875,0.79,Graduate,0,1.68
3549,single,9500,present,SSCE,127,121.5,yes,female,no,23,6,13.48333333,6,13.48333333,0.32,Graduate,0,0
3550,single,9500,present,SSCE,135,135.4,yes,female,no,21,6,12.565,5,12.16,2.02,Enrolled,0.4,0
3553,single,9119,present,OND,150,150,yes,female,no,20,5,16.5,5,17.71428571,1.79,Dropout,0,1.21
3554,single,9670,present,SSCE,123,122,yes,female,no,19,6,13.16666667,5,13.2,3.51,Enrolled,0,0.03
3555,single,9085,present,OND,150,150,yes,female,no,20,6,13.8,6,13.14285714,-0.92,Graduate,0.66,0
3558,single,9070,present,SSCE,140,125,yes,female,no,19,6,12.66666667,6,12.14285714,-3.12,Enrolled,0.52,0
3561,single,9773,present,SSCE,146,146.7,yes,female,no,19,6,13.83333333,6,13.625,0.32,Graduate,0.21,0
3566,married,9070,present,Msc,140,140,yes,female,no,38,18,14.5,18,14.5,-0.92,Graduate,0,0
3567,single,9119,present,SSCE,126,116.6,yes,female,yes,20,5,14,5,13.8,3.51,Graduate,0.2,0
3568,single,9119,present,SSCE,118,120.5,yes,female,no,20,3,13.33333333,5,13.57142857,1.79,Graduate,0,0.24
3571,single,9119,present,SSCE,148,148.7,yes,female,no,18,5,16.2,5,16,3.51,Graduate,0.2,0
3572,single,9991,absent,Phd,133.1,120,yes,female,no,28,7,10.28571429,5,10.6,1.74,Dropout,0,0.31
3574,single,9254,present,SSCE,132,120.1,yes,female,yes,20,6,13.57142857,6,13.16666667,3.51,Graduate,0.4,0
3575,single,9130,present,SSCE,140,127.8,yes,female,no,18,6,14.28571429,6,14.85714286,2.02,Graduate,0,0.57
3579,single,9670,present,SSCE,150,139.5,yes,female,yes,20,6,14.83333333,6,14.83333333,-1.7,Graduate,0,0
3580,single,9003,present,OND,150,150,yes,female,no,21,5,13.625,5,12.6,0.79,Graduate,1.03,0
3581,married,9130,present,SSCE,144,139.8,yes,female,no,24,7,12.27142857,7,13.65714286,1.74,Graduate,0,1.39
3583,single,9147,present,SSCE,120,115.5,no,female,no,19,4,12.5,5,10.5,3.51,Enrolled,2,0
3584,single,8014,absent,SSCE,133.1,119,yes,female,no,39,9,13.22222222,7,13.14285714,3.51,Graduate,0.08,0
3587,single,9070,present,SSCE,133,128.8,yes,female,no,19,12,13.16666667,12,13,1.74,Graduate,0.17,0
3591,single,9500,present,SSCE,132,125.5,yes,female,no,18,7,13.15428571,7,13.15428571,1.74,Enrolled,0,0
3592,single,9670,present,HND,110,110,yes,female,no,27,9,12.33333333,6,13.16666667,-3.12,Dropout,0,0.83
3593,single,9773,present,SSCE,127,133.7,yes,female,no,18,6,13,5,11.8,-1.7,Dropout,1.2,0
3594,single,9130,present,SSCE,130,117.6,yes,female,no,19,2,11.5,5,11.4,-3.12,Enrolled,0.1,0
3597,single,9238,present,SSCE,133,133.7,yes,male,no,18,6,13.5,6,12.16666667,1.74,Graduate,1.33,0
3598,single,9773,present,SSCE,109,137,yes,male,yes,18,6,12.66666667,5,12.8,1.74,Graduate,0,0.13
3599,single,9147,present,SSCE,133.1,128.2,yes,male,no,23,11,15.09090909,6,14.5,-3.12,Dropout,0.59,0
3601,single,9773,present,SSCE,134,129.5,yes,female,no,18,6,13.16666667,6,12.66666667,-0.92,Graduate,0.5,0
3602,single,9773,present,SSCE,125,129.6,yes,female,no,18,6,12.83333333,6,12.83333333,1.79,Graduate,0,0
3604,single,9773,present,SSCE,132,141.8,yes,female,no,20,6,11.83333333,6,12.16666667,-1.7,Graduate,0,0.33
3606,single,9070,present,OND,100,106,yes,female,no,21,5,11.8,5,11,1.79,Dropout,0.8,0
3608,single,9119,present,SSCE,125,121.5,yes,female,no,20,5,15.8,5,14.57142857,2.02,Dropout,1.23,0
3611,single,9670,present,SSCE,117,117.7,yes,female,no,20,6,14.66666667,6,13.85714286,3.51,Graduate,0.81,0
3614,single,9119,present,SSCE,133.1,100,yes,female,no,24,7,13.14285714,6,11.83333333,3.51,Enrolled,1.31,0
3616,single,9119,present,SSCE,148,129.8,no,female,yes,18,5,15,5,14.2,3.51,Enrolled,0.8,0
3617,single,9238,present,SSCE,133,131.3,yes,male,no,18,5,13.6,5,11.8,3.51,Dropout,1.8,0
3618,single,9773,present,SSCE,143,136.7,yes,male,no,18,6,12.5,6,13.83333333,3.51,Graduate,0,1.33
3619,single,9238,present,SSCE,143,126.2,yes,male,yes,21,6,13.33333333,6,13.5,1.79,Graduate,0,0.17
3620,single,9085,present,SSCE,133.1,109.6,yes,male,no,18,4,12.25,5,11,2.02,Dropout,1.25,0
3621,single,9500,present,SSCE,141,131.9,yes,male,yes,18,7,15.10142857,8,16.09375,2.02,Graduate,0,0.99
