,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
4012,2,39,2,9670,1,1,133.1,41,37,19,9.0,9.0,130.0,0,0,1,0,0,30.0,1,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
4013,1,51,1,9500,1,1,129.0,1,37,38,3.0,3.0,137.8,1,0,1,0,1,20.0,0,2.0,7.0,7.0,7.0,16.13142857142857,0,0.0,8.0,9.0,8.0,15.52222222222222,0,11.1,0.6,2.02,Graduate
4014,1,17,1,9500,1,1,140.0,1,19,38,7.0,7.0,136.5,1,0,1,0,1,18.0,0,0.0,7.0,7.0,7.0,14.838571428571427,0,0.0,8.0,9.0,8.0,14.8,0,12.4,0.5,1.79,Graduate
4015,2,39,1,9991,0,1,133.1,1,37,37,5.0,5.0,138.7,0,0,1,0,0,31.0,0,0.0,5.0,7.0,3.0,10.333333333333334,0,0.0,5.0,6.0,3.0,12.0,0,10.8,1.4,1.74,Dropout
4016,1,17,1,9254,1,1,134.0,1,19,1,9.0,4.0,124.9,1,0,1,0,0,19.0,0,0.0,6.0,11.0,3.0,12.0,0,0.0,6.0,11.0,4.0,11.25,0,7.6,2.6,0.32,Dropout
4017,2,39,1,8014,0,1,133.1,1,37,37,9.0,7.0,140.0,0,0,1,0,1,43.0,0,0.0,6.0,6.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
4018,1,17,2,9254,1,1,132.0,1,38,38,9.0,8.0,122.6,1,0,1,0,1,20.0,0,0.0,6.0,6.0,6.0,13.166666666666666,0,0.0,6.0,6.0,6.0,14.0,0,13.9,-0.3,0.79,Graduate
4019,1,1,2,9500,1,1,131.0,1,1,1,5.0,9.0,129.5,1,0,1,0,1,19.0,0,0.0,8.0,8.0,8.0,13.9475,0,0.0,8.0,8.0,8.0,13.9475,0,9.4,-0.8,-3.12,Graduate
4020,1,1,1,9670,1,1,133.1,1,3,1,1.0,7.0,155.0,0,0,1,0,0,22.0,0,0.0,5.0,6.0,3.0,11.333333333333334,0,0.0,5.0,5.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
4021,1,1,1,8014,0,1,133.1,1,3,1,1.0,7.0,100.0,0,0,1,0,0,26.0,0,2.0,8.0,11.0,7.0,12.75,0,2.0,7.0,7.0,7.0,12.285714285714286,0,16.2,0.3,-0.92,Graduate
4022,1,18,1,9147,1,1,160.0,1,19,19,5.0,8.0,137.6,1,0,1,0,1,19.0,0,0.0,5.0,6.0,5.0,12.6,0,0.0,5.0,8.0,5.0,11.25,0,10.8,1.4,1.74,Graduate
4023,1,7,1,9500,1,3,120.0,1,19,3,4.0,2.0,120.0,1,0,1,0,0,29.0,0,0.0,8.0,8.0,6.0,12.25,1,0.0,8.0,8.0,6.0,12.25,1,12.7,3.7,-1.7,Dropout
4026,1,39,1,9003,1,1,100.0,1,37,37,9.0,5.0,110.0,0,0,1,0,0,41.0,0,8.0,12.0,17.0,12.0,11.833333333333334,0,3.0,12.0,22.0,9.0,12.7,0,15.5,2.8,-4.06,Graduate
4027,1,1,6,9500,1,1,139.0,1,19,38,4.0,9.0,128.5,1,0,1,0,0,19.0,0,0.0,8.0,10.0,6.0,13.066666666666668,0,0.0,8.0,10.0,6.0,13.066666666666668,0,12.7,3.7,-1.7,Dropout
4028,1,1,1,9070,1,1,136.0,1,1,38,4.0,5.0,132.2,0,1,1,0,0,19.0,0,0.0,6.0,6.0,6.0,13.833333333333334,0,0.0,6.0,8.0,6.0,13.875,0,10.8,1.4,1.74,Graduate
4029,2,7,1,9500,1,3,130.0,1,3,19,2.0,3.0,130.0,0,0,1,0,0,43.0,0,0.0,7.0,7.0,3.0,13.833333333333334,1,0.0,7.0,7.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
4030,1,17,1,9130,1,1,145.0,1,38,37,9.0,7.0,129.3,1,0,1,0,0,19.0,0,0.0,5.0,5.0,5.0,11.8,0,0.0,5.0,5.0,5.0,13.2,0,10.8,1.4,1.74,Graduate
4032,1,1,6,9500,1,1,146.0,1,2,19,3.0,9.0,130.3,1,0,1,1,0,18.0,0,0.0,8.0,8.0,8.0,13.74625,0,0.0,8.0,8.0,8.0,13.74625,0,9.4,-0.8,-3.12,Graduate
4033,1,1,1,171,1,1,159.0,1,3,3,2.0,2.0,162.5,1,0,1,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
4034,2,39,1,8014,0,19,133.1,1,34,34,0.0,0.0,130.0,0,0,1,1,0,38.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
4035,2,7,1,9130,1,2,110.0,1,19,19,4.0,8.0,110.0,1,0,1,1,0,37.0,0,0.0,6.0,9.0,0.0,0.0,0,0.0,6.0,6.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
4036,1,39,1,9670,1,1,120.0,1,1,19,4.0,10.0,142.3,1,0,1,0,1,26.0,0,0.0,6.0,6.0,6.0,13.333333333333334,0,0.0,6.0,10.0,5.0,14.5,0,10.8,1.4,1.74,Graduate
4038,1,1,3,9085,1,1,158.0,1,1,19,9.0,9.0,153.6,1,0,1,0,1,18.0,0,0.0,6.0,7.0,6.0,15.666666666666666,0,0.0,6.0,8.0,6.0,15.285714285714286,0,8.9,1.4,3.51,Graduate
4039,1,1,1,9853,1,1,122.0,1,3,19,2.0,3.0,112.9,0,0,1,0,0,18.0,0,0.0,7.0,9.0,7.0,11.857142857142858,0,0.0,7.0,7.0,7.0,11.857142857142858,0,16.2,0.3,-0.92,Graduate
4040,1,1,1,9085,1,1,140.0,1,3,1,2.0,4.0,124.1,0,0,1,0,0,18.0,0,0.0,5.0,12.0,5.0,14.5,2,0.0,5.0,5.0,5.0,13.6,0,9.4,-0.8,-3.12,Graduate
4041,1,17,1,9238,1,1,136.0,1,38,1,9.0,4.0,129.7,0,0,1,0,0,19.0,0,0.0,6.0,6.0,6.0,12.166666666666666,0,0.0,6.0,7.0,6.0,13.714285714285714,0,15.5,2.8,-4.06,Graduate
4042,1,1,1,9773,1,1,111.0,1,19,19,9.0,9.0,110.0,1,0,1,0,0,18.0,0,0.0,6.0,6.0,5.0,12.6,0,0.0,6.0,8.0,6.0,12.0,0,11.1,0.6,2.02,Graduate
4044,1,17,1,9238,1,1,133.1,1,38,38,5.0,7.0,146.0,0,1,1,0,1,19.0,0,0.0,6.0,6.0,6.0,12.666666666666666,0,0.0,6.0,7.0,6.0,13.0,0,8.9,1.4,3.51,Graduate
4045,1,1,1,9500,1,1,140.0,1,19,38,7.0,8.0,129.9,0,0,1,0,0,19.0,0,0.0,7.0,0.0,0.0,0.0,0,0.0,8.0,0.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
4046,1,1,1,9254,1,1,140.0,1,19,1,9.0,8.0,140.9,1,0,1,0,1,18.0,0,0.0,6.0,7.0,6.0,12.857142857142858,0,0.0,6.0,10.0,4.0,13.0,0,12.7,3.7,-1.7,Graduate
4047,2,1,1,9500,1,1,156.0,1,1,1,9.0,10.0,135.5,0,0,1,0,0,18.0,0,0.0,8.0,8.0,7.0,13.9,0,0.0,8.0,8.0,7.0,13.9,0,12.7,3.7,-1.7,Graduate
4048,1,1,1,9500,1,1,132.0,1,38,37,9.0,7.0,122.0,1,0,1,0,1,20.0,0,0.0,8.0,8.0,7.0,13.817142857142857,0,0.0,8.0,8.0,7.0,13.817142857142857,0,10.8,1.4,1.74,Graduate
4049,1,53,1,9130,1,42,140.0,1,1,19,4.0,5.0,140.0,0,0,1,0,1,22.0,0,1.0,7.0,10.0,6.0,13.314285714285717,0,2.0,8.0,10.0,7.0,12.875,0,8.9,1.4,3.51,Graduate
4050,1,1,1,9130,1,1,164.0,1,34,1,0.0,0.0,163.0,0,0,1,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
4051,1,17,4,9254,1,1,113.0,1,38,19,7.0,7.0,107.4,1,0,1,0,1,19.0,0,0.0,6.0,6.0,6.0,12.166666666666666,0,0.0,6.0,6.0,6.0,12.166666666666666,0,12.4,0.5,1.79,Graduate
4052,1,1,1,9254,1,1,122.0,1,37,37,9.0,9.0,114.3,1,0,0,0,1,20.0,0,0.0,6.0,12.0,4.0,11.25,0,0.0,6.0,12.0,3.0,11.333333333333334,0,7.6,2.6,0.32,Dropout
4054,1,1,2,9773,1,1,135.0,1,37,37,5.0,5.0,126.3,1,0,1,0,1,20.0,0,0.0,6.0,6.0,6.0,14.666666666666666,0,0.0,6.0,7.0,6.0,14.571428571428571,0,8.9,1.4,3.51,Graduate
4055,1,39,1,9085,1,1,133.1,1,3,19,2.0,9.0,110.0,0,0,1,0,0,28.0,0,0.0,6.0,15.0,4.0,12.0,0,0.0,6.0,14.0,4.0,12.0,0,11.1,0.6,2.02,Dropout
4056,1,1,2,9085,1,1,122.0,1,1,1,5.0,7.0,126.2,0,0,1,0,0,19.0,0,0.0,6.0,8.0,6.0,14.0,0,0.0,6.0,18.0,3.0,12.666666666666666,0,12.4,0.5,1.79,Graduate
4058,1,1,1,9085,1,1,138.0,1,1,3,9.0,1.0,123.0,1,0,1,0,0,19.0,0,1.0,6.0,14.0,6.0,15.538461538461538,0,0.0,6.0,9.0,6.0,12.625,0,15.5,2.8,-4.06,Graduate
4059,1,1,3,9773,1,1,130.0,1,19,19,5.0,5.0,157.0,1,0,0,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,13.9,-0.3,0.79,Dropout
4060,1,5,1,9130,1,1,157.0,1,5,43,2.0,2.0,149.7,1,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,15.0,0,0.0,6.0,6.0,6.0,14.833333333333334,0,8.9,1.4,3.51,Graduate
4061,1,43,1,9130,1,1,140.0,1,2,1,2.0,3.0,140.0,1,0,1,0,0,22.0,0,0.0,5.0,11.0,4.0,12.25,0,0.0,5.0,9.0,5.0,13.285714285714286,0,12.7,3.7,-1.7,Graduate
4062,1,53,1,9085,1,42,170.0,1,1,19,4.0,7.0,170.0,0,0,1,0,0,20.0,0,7.0,11.0,13.0,11.0,15.692307692307692,0,4.0,9.0,9.0,9.0,15.555555555555555,0,8.9,1.4,3.51,Graduate
4063,1,39,1,9991,0,1,150.0,1,1,37,9.0,7.0,130.2,0,0,1,0,1,24.0,0,0.0,5.0,7.0,5.0,12.285714285714286,0,0.0,5.0,9.0,5.0,12.75,1,16.2,0.3,-0.92,Graduate
4066,1,1,1,9130,1,1,118.0,1,19,38,9.0,9.0,116.3,1,0,1,0,1,20.0,0,0.0,7.0,10.0,7.0,11.88888888888889,0,0.0,8.0,10.0,8.0,11.95625,0,12.7,3.7,-1.7,Graduate
4067,2,7,1,8014,0,3,120.0,1,38,1,9.0,9.0,120.0,0,0,0,0,0,35.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
4068,1,1,1,9670,1,1,154.0,1,1,1,5.0,7.0,154.7,0,0,1,0,1,18.0,0,0.0,5.0,6.0,5.0,11.8,0,0.0,5.0,5.0,5.0,12.6,0,9.4,-0.8,-3.12,Graduate
4069,1,17,2,9238,1,1,139.0,1,2,3,3.0,3.0,132.7,1,0,1,0,0,19.0,0,0.0,6.0,7.0,6.0,11.166666666666666,0,0.0,6.0,9.0,6.0,11.666666666666666,0,9.4,-0.8,-3.12,Graduate
4070,1,18,1,9500,1,1,136.0,1,3,3,3.0,3.0,130.8,0,0,1,0,0,18.0,0,0.0,7.0,7.0,7.0,14.05714285714286,0,0.0,8.0,9.0,8.0,14.6,0,16.2,0.3,-0.92,Graduate
4071,1,1,2,9254,1,1,130.0,1,1,38,4.0,9.0,122.7,1,0,1,0,0,18.0,0,0.0,6.0,10.0,4.0,11.75,0,0.0,6.0,13.0,4.0,10.0,0,7.6,2.6,0.32,Dropout
4073,1,17,1,9238,1,1,133.0,1,19,19,5.0,7.0,123.6,0,0,1,0,1,19.0,0,0.0,6.0,7.0,6.0,13.5,0,0.0,6.0,7.0,6.0,14.0,0,15.5,2.8,-4.06,Graduate
4074,1,18,1,9500,1,1,143.0,1,38,37,4.0,9.0,116.5,1,0,1,0,1,20.0,0,0.0,7.0,10.0,7.0,12.625,0,0.0,8.0,8.0,8.0,13.0625,0,15.5,2.8,-4.06,Graduate
4075,1,17,3,9085,1,1,117.0,1,19,38,5.0,7.0,111.1,0,0,1,0,0,21.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
4076,1,1,3,9500,1,1,145.0,1,19,38,9.0,7.0,136.3,1,0,1,0,1,18.0,0,0.0,8.0,8.0,7.0,13.971428571428572,0,0.0,8.0,8.0,7.0,13.971428571428572,0,12.7,3.7,-1.7,Graduate
4077,1,1,5,9070,1,1,134.0,1,34,1,5.0,7.0,129.8,1,0,1,0,0,18.0,0,0.0,6.0,7.0,2.0,11.0,0,0.0,6.0,0.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
4078,2,39,1,9991,0,1,170.0,1,38,19,4.0,8.0,134.7,0,0,1,0,0,33.0,0,0.0,5.0,5.0,5.0,12.8,0,0.0,5.0,6.0,5.0,15.333333333333334,0,10.8,1.4,1.74,Graduate
4080,1,1,1,171,1,1,140.0,1,37,37,7.0,9.0,126.8,1,0,0,0,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,12.7,3.7,-1.7,Dropout
4083,1,7,1,9991,0,3,130.0,1,3,19,2.0,3.0,133.9,0,0,1,0,0,28.0,0,0.0,5.0,7.0,5.0,13.714285714285714,0,0.0,5.0,7.0,5.0,13.142857142857142,0,16.2,0.3,-0.92,Graduate
4084,2,39,1,9147,1,1,130.0,1,1,19,9.0,9.0,109.9,0,0,0,0,0,29.0,0,0.0,4.0,4.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,12.7,3.7,-1.7,Dropout
4085,1,44,1,9130,1,39,160.0,1,1,37,3.0,3.0,160.0,1,1,0,0,0,36.0,0,2.0,6.0,9.0,6.0,12.0,0,1.0,6.0,8.0,3.0,14.666666666666666,0,12.4,0.5,1.79,Dropout
4086,1,39,1,8014,0,19,133.1,1,37,37,9.0,7.0,106.5,0,0,1,0,1,32.0,0,0.0,6.0,7.0,6.0,12.666666666666666,0,0.0,6.0,7.0,6.0,13.333333333333334,0,12.7,3.7,-1.7,Graduate
4089,2,43,1,8014,0,9,133.1,1,34,34,0.0,0.0,100.0,0,0,0,0,0,34.0,0,3.0,7.0,13.0,3.0,12.0,0,2.0,7.0,15.0,1.0,13.0,1,9.4,-0.8,-3.12,Dropout
4090,2,39,1,8014,0,1,150.0,1,34,34,0.0,0.0,112.5,0,0,1,0,0,33.0,0,0.0,6.0,10.0,5.0,11.4,0,1.0,6.0,7.0,6.0,11.166666666666666,0,7.6,2.6,0.32,Graduate
4091,1,43,1,9991,0,1,140.0,1,37,38,9.0,8.0,135.5,0,1,0,0,0,29.0,0,0.0,5.0,15.0,2.0,13.25,0,0.0,5.0,12.0,3.0,12.6,3,16.2,0.3,-0.92,Dropout
4092,1,1,1,9500,1,1,145.0,1,1,1,4.0,10.0,145.0,0,0,1,0,0,18.0,0,0.0,7.0,7.0,6.0,13.861666666666666,0,0.0,8.0,16.0,0.0,0.0,1,12.4,0.5,1.79,Dropout
4093,1,1,1,9773,1,1,126.0,1,37,38,7.0,7.0,119.0,0,0,1,0,1,18.0,0,0.0,6.0,6.0,6.0,12.166666666666666,0,0.0,6.0,7.0,6.0,12.142857142857142,0,15.5,2.8,-4.06,Graduate
4094,2,7,1,9238,1,3,130.0,1,37,19,4.0,5.0,130.0,0,0,1,0,0,38.0,0,0.0,6.0,17.0,4.0,13.75,0,0.0,6.0,15.0,6.0,14.5,0,16.2,0.3,-0.92,Graduate
4095,1,1,4,9500,1,1,135.0,1,38,37,9.0,8.0,126.3,1,0,1,0,1,19.0,0,0.0,7.0,7.0,6.0,15.433333333333332,0,0.0,7.0,7.0,6.0,15.433333333333332,0,7.6,2.6,0.32,Graduate
4096,2,39,1,8014,0,19,133.1,1,37,37,9.0,9.0,113.5,0,0,1,0,1,39.0,0,0.0,6.0,6.0,6.0,13.833333333333334,0,0.0,6.0,6.0,6.0,15.5,0,11.1,0.6,2.02,Graduate
4097,1,43,1,9991,0,3,120.0,1,37,37,9.0,9.0,120.0,0,0,1,0,0,37.0,0,7.0,14.0,21.0,12.0,11.833333333333334,0,11.0,12.0,15.0,11.0,11.363636363636363,0,12.7,3.7,-1.7,Graduate
4098,1,17,2,9130,1,1,120.0,1,37,37,5.0,5.0,111.3,1,0,1,0,0,32.0,0,0.0,7.0,7.0,0.0,0.0,0,0.0,8.0,8.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
4099,1,18,1,9238,1,1,147.0,1,38,34,4.0,0.0,130.2,0,0,1,0,0,18.0,0,0.0,1.0,1.0,0.0,0.0,1,0.0,6.0,0.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
4101,1,1,5,9070,1,1,124.0,1,37,37,9.0,9.0,113.9,1,0,1,0,0,20.0,0,0.0,6.0,6.0,6.0,11.166666666666666,0,0.0,6.0,6.0,6.0,12.166666666666666,0,7.6,2.6,0.32,Graduate
4102,1,17,1,9085,1,1,133.1,1,37,37,9.0,9.0,99.0,1,0,1,0,1,23.0,0,0.0,6.0,6.0,6.0,14.666666666666666,0,0.0,6.0,8.0,6.0,12.428571428571429,0,8.9,1.4,3.51,Graduate
4104,1,1,1,9238,1,1,141.0,1,37,38,9.0,10.0,138.9,0,0,1,0,0,18.0,0,0.0,6.0,9.0,6.0,13.714285714285714,0,0.0,6.0,6.0,6.0,14.166666666666666,0,13.9,-0.3,0.79,Graduate
4105,1,1,1,9147,1,1,131.0,1,38,19,9.0,9.0,130.0,1,0,1,1,0,19.0,0,0.0,5.0,5.0,5.0,12.8,0,0.0,5.0,10.0,5.0,11.444444444444445,0,10.8,1.4,1.74,Graduate
4106,1,17,4,9773,1,1,118.0,1,1,38,5.0,7.0,120.8,1,0,1,0,0,20.0,0,0.0,6.0,9.0,4.0,13.25,0,0.0,6.0,11.0,5.0,11.8,0,12.4,0.5,1.79,Graduate
4107,1,1,6,9500,1,1,129.0,1,37,19,9.0,7.0,127.8,1,0,1,0,0,19.0,0,0.0,8.0,10.0,6.0,13.78,1,0.0,8.0,10.0,6.0,13.78,1,9.4,-0.8,-3.12,Dropout
4108,1,17,3,9500,1,1,136.0,1,37,38,4.0,5.0,126.0,1,0,1,0,0,19.0,0,0.0,8.0,8.0,7.0,15.11,0,0.0,8.0,8.0,7.0,15.11,0,10.8,1.4,1.74,Graduate
4109,1,1,2,9238,1,1,134.0,1,1,19,4.0,5.0,126.0,0,0,1,0,0,18.0,0,0.0,6.0,10.0,4.0,11.0,0,0.0,6.0,8.0,5.0,11.2,0,10.8,1.4,1.74,Graduate
4110,1,1,1,9500,1,1,153.0,1,38,19,9.0,5.0,138.5,1,0,1,0,1,20.0,0,0.0,8.0,8.0,7.0,15.798571428571426,0,0.0,8.0,8.0,7.0,15.798571428571426,0,10.8,1.4,1.74,Graduate
4111,1,1,3,9500,1,1,119.0,1,19,37,9.0,9.0,119.4,1,0,1,0,0,20.0,0,0.0,7.0,7.0,7.0,13.775714285714288,0,0.0,8.0,8.0,8.0,15.599999999999998,0,12.4,0.5,1.79,Graduate
4112,2,39,1,9500,1,1,140.0,1,38,37,7.0,7.0,101.5,1,0,1,0,0,24.0,0,0.0,8.0,11.0,7.0,12.16,0,0.0,8.0,11.0,7.0,12.16,0,10.8,1.4,1.74,Graduate
4113,2,39,2,9130,1,1,133.1,1,38,37,7.0,7.0,101.5,1,0,1,0,0,24.0,0,0.0,7.0,0.0,0.0,0.0,0,0.0,7.0,0.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
4114,1,17,2,9773,1,1,130.0,1,2,1,2.0,7.0,126.2,1,0,1,0,0,20.0,0,0.0,6.0,6.0,6.0,14.333333333333334,0,0.0,6.0,6.0,6.0,15.5,0,12.4,0.5,1.79,Graduate
4117,1,1,1,9500,1,1,146.0,1,1,37,9.0,9.0,129.3,0,0,1,0,0,18.0,0,0.0,8.0,8.0,7.0,14.2,0,0.0,8.0,8.0,7.0,14.2,0,12.7,3.7,-1.7,Graduate
4118,1,1,1,9085,1,1,119.0,1,2,1,4.0,3.0,113.1,1,0,1,0,0,21.0,0,0.0,5.0,6.0,5.0,12.2,0,0.0,5.0,5.0,5.0,13.2,0,10.8,1.4,1.74,Graduate
4119,1,17,1,9853,1,1,160.0,1,1,38,4.0,10.0,144.3,1,0,1,0,0,18.0,0,0.0,6.0,10.0,4.0,13.0,0,0.0,6.0,9.0,5.0,13.666666666666666,0,9.4,-0.8,-3.12,Graduate
4120,1,17,5,9500,1,1,144.0,1,19,1,5.0,3.0,141.0,1,0,1,0,1,19.0,0,0.0,8.0,8.0,7.0,12.485714285714286,0,0.0,8.0,8.0,7.0,12.485714285714286,0,12.7,3.7,-1.7,Graduate
4121,1,7,1,9085,1,40,130.0,1,1,1,4.0,4.0,130.0,1,0,1,0,0,22.0,0,0.0,6.0,7.0,6.0,17.0,0,0.0,6.0,7.0,6.0,16.285714285714285,0,11.1,0.6,2.02,Graduate
4122,1,17,3,9238,1,1,122.0,1,19,19,7.0,7.0,117.5,1,0,1,0,0,19.0,0,0.0,6.0,7.0,5.0,10.8,0,0.0,6.0,9.0,6.0,10.166666666666666,0,8.9,1.4,3.51,Graduate
4123,1,1,3,9500,1,1,153.0,6,37,37,9.0,9.0,131.8,1,0,1,0,0,18.0,1,0.0,7.0,7.0,6.0,14.716666666666669,0,0.0,7.0,7.0,6.0,14.716666666666669,0,7.6,2.6,0.32,Graduate
4127,1,1,1,8014,0,1,133.0,1,38,38,5.0,2.0,135.5,0,0,1,0,0,34.0,0,0.0,6.0,7.0,6.0,12.333333333333334,0,0.0,6.0,6.0,6.0,11.666666666666666,0,10.8,1.4,1.74,Graduate
4128,1,17,5,9085,1,1,118.0,1,38,38,9.0,9.0,112.4,1,0,1,0,0,19.0,0,0.0,12.0,22.0,6.0,15.307692307692308,0,0.0,10.0,13.0,6.0,13.875,0,15.5,2.8,-4.06,Graduate
4129,1,1,1,9500,1,1,137.0,1,37,37,7.0,9.0,130.8,1,0,1,0,1,18.0,0,0.0,7.0,7.0,6.0,12.666666666666666,0,0.0,7.0,7.0,6.0,12.666666666666666,0,7.6,2.6,0.32,Graduate
4130,1,1,5,9500,1,1,143.0,1,37,37,9.0,5.0,131.6,1,0,1,0,1,19.0,0,0.0,7.0,10.0,7.0,14.368,0,0.0,8.0,8.0,8.0,14.44875,0,15.5,2.8,-4.06,Graduate
4131,1,39,1,9500,1,1,123.0,1,19,1,1.0,1.0,140.8,0,0,1,0,0,25.0,0,0.0,8.0,8.0,7.0,12.084285714285716,0,0.0,8.0,8.0,7.0,12.084285714285716,0,10.8,1.4,1.74,Graduate
4134,1,1,1,9238,1,1,142.0,1,34,38,4.0,7.0,127.3,0,0,1,0,1,18.0,0,0.0,6.0,12.0,4.0,11.0,0,0.0,6.0,9.0,6.0,11.5,0,9.4,-0.8,-3.12,Graduate
4135,1,1,1,8014,0,1,115.0,1,38,38,9.0,7.0,115.0,1,0,1,0,0,28.0,0,0.0,6.0,8.0,5.0,12.8,0,0.0,6.0,8.0,5.0,11.0,0,9.4,-0.8,-3.12,Graduate
4136,2,43,1,9500,1,1,131.0,1,1,38,5.0,5.0,118.8,0,0,1,0,1,18.0,0,0.0,8.0,8.0,7.0,11.857142857142858,0,0.0,8.0,8.0,7.0,11.857142857142858,0,12.7,3.7,-1.7,Graduate
4137,2,39,1,9254,1,1,130.0,1,37,37,9.0,9.0,125.0,0,0,1,0,0,41.0,0,0.0,6.0,8.0,6.0,12.285714285714286,0,0.0,6.0,10.0,5.0,13.0,0,8.9,1.4,3.51,Graduate
4138,1,17,2,9853,1,1,133.1,1,37,37,5.0,0.0,111.5,0,0,1,0,0,18.0,0,0.0,6.0,11.0,3.0,12.333333333333334,0,0.0,6.0,11.0,4.0,13.5,0,7.6,2.6,0.32,Dropout
4139,1,17,1,9238,1,1,134.0,1,38,19,7.0,7.0,124.2,0,0,1,0,1,21.0,0,0.0,6.0,11.0,4.0,11.25,0,0.0,6.0,12.0,4.0,11.4,0,15.5,2.8,-4.06,Graduate
4140,2,7,1,9238,1,40,130.0,1,34,34,5.0,7.0,130.0,0,1,1,0,0,41.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,11.1,0.6,2.02,Dropout
4141,1,7,1,9070,1,3,133.1,1,3,5,2.0,2.0,120.0,1,0,1,0,0,32.0,0,0.0,3.0,3.0,2.0,16.0,0,0.0,3.0,3.0,1.0,16.0,0,7.6,2.6,0.32,Dropout
4142,1,43,1,8014,0,12,114.0,1,34,34,0.0,7.0,110.0,0,0,1,0,0,29.0,0,0.0,6.0,10.0,6.0,11.666666666666666,0,0.0,6.0,7.0,6.0,11.0,0,7.6,2.6,0.32,Graduate
4145,1,1,1,9238,1,1,133.1,1,19,1,1.0,3.0,101.0,0,0,1,0,0,21.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
4146,2,39,1,9500,1,19,133.1,1,37,38,9.0,10.0,120.9,1,0,1,0,0,39.0,0,0.0,7.0,12.0,4.0,12.0,0,0.0,7.0,13.0,4.0,12.5625,0,11.1,0.6,2.02,Dropout
4149,1,43,3,9500,1,1,139.0,1,38,37,9.0,8.0,146.5,0,0,1,0,0,21.0,0,11.0,14.0,8.0,12.0,13.417391304347827,1,11.0,14.0,8.0,12.0,13.417391304347827,1,7.6,2.6,0.32,Graduate
4150,1,1,1,9773,1,1,159.0,1,34,26,0.0,6.0,160.1,1,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,15.166666666666666,0,0.0,6.0,7.0,6.0,14.857142857142858,0,7.6,2.6,0.32,Graduate
4151,1,39,1,9003,1,1,140.0,1,37,37,5.0,5.0,150.0,0,1,1,0,0,34.0,0,0.0,6.0,10.0,5.0,13.833333333333334,0,0.0,6.0,13.0,5.0,12.5,0,16.2,0.3,-0.92,Graduate
4152,1,1,3,9085,1,1,140.0,1,10,19,5.0,7.0,135.8,1,0,1,0,0,18.0,0,0.0,5.0,6.0,5.0,13.333333333333334,0,0.0,5.0,7.0,4.0,14.8,0,7.6,2.6,0.32,Graduate
4154,1,1,1,9853,1,1,121.0,1,37,19,6.0,7.0,116.8,1,0,1,0,0,18.0,0,0.0,6.0,11.0,3.0,11.666666666666666,0,0.0,6.0,11.0,3.0,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
